price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,type,vehicle_age,price_tier
9995,2012.0,jeep,excellent,4 cylinders,gas,73000.0,automatic,4wd,SUV,11.0,budget
7500,1997.0,other,excellent,8 cylinders,gas,35046.0,automatic,rwd,coupe,26.0,budget
3950,2008.0,hyundai,good,4 cylinders,gas,134000.0,automatic,fwd,sedan,15.0,budget
42000,2015.0,other,excellent,6 cylinders,gas,37000.0,automatic,4wd,hatchback,8.0,premium
9995,2007.0,other,excellent,8 cylinders,gas,214053.0,automatic,4wd,SUV,16.0,budget
2800,2003.0,toyota,good,8 cylinders,gas,214000.0,automatic,4wd,pickup,20.0,budget
14000,2006.0,other,like new,6 cylinders,gas,40000.0,automatic,rwd,convertible,17.0,mid
3625,2003.0,bmw,good,6 cylinders,gas,182937.0,manual,4wd,sedan,20.0,budget
9500,2012.0,hyundai,excellent,4 cylinders,gas,97000.0,automatic,4wd,SUV,11.0,budget
6495,2009.0,dodge,good,6 cylinders,gas,111000.0,automatic,rwd,sedan,14.0,budget
9995,2008.0,other,good,6 cylinders,gas,108000.0,automatic,fwd,sedan,15.0,budget
4950,2009.0,other,excellent,4 cylinders,gas,94000.0,automatic,fwd,hatchback,14.0,budget
3450,2007.0,other,excellent,4 cylinders,gas,94000.0,automatic,fwd,sedan,16.0,budget
10995,2010.0,ford,good,6 cylinders,gas,110000.0,automatic,4wd,SUV,13.0,mid
9995,2010.0,dodge,good,8 cylinders,gas,77000.0,automatic,rwd,sedan,13.0,budget
6900,2009.0,other,good,6 cylinders,gas,107256.0,automatic,4wd,sedan,14.0,budget
15900,2012.0,jeep,excellent,6 cylinders,gas,104083.0,automatic,4wd,SUV,11.0,mid
19900,2013.0,dodge,excellent,8 cylinders,gas,90759.0,manual,rwd,coupe,10.0,mid
10900,2013.0,other,like new,4 cylinders,gas,75011.0,automatic,4wd,wagon,10.0,mid
10988,2006.0,gmc,,,gas,118546.0,automatic,4wd,pickup,17.0,mid
18900,2014.0,toyota,excellent,6 cylinders,gas,93782.0,automatic,fwd,van,9.0,mid
6900,2014.0,nissan,like new,4 cylinders,gas,138067.0,automatic,fwd,sedan,9.0,budget
8850,2012.0,volkswagen,good,6 cylinders,gas,154023.0,other,fwd,hatchback,11.0,budget
11850,2012.0,ford,good,4 cylinders,gas,78349.0,automatic,fwd,van,11.0,mid
13850,2003.0,ford,good,8 cylinders,gas,51577.0,automatic,4wd,truck,20.0,mid
12450,2012.0,other,good,6 cylinders,gas,113196.0,automatic,4wd,sedan,11.0,mid
19500,2014.0,other,good,4 cylinders,gas,88869.0,automatic,fwd,sedan,9.0,mid
19900,2014.0,ford,good,8 cylinders,gas,87700.0,automatic,4wd,truck,9.0,mid
32990,2013.0,other,good,,electric,62588.0,other,rwd,sedan,10.0,premium
23900,2015.0,jeep,like new,6 cylinders,gas,84250.0,automatic,4wd,SUV,8.0,premium
10900,2015.0,dodge,good,6 cylinders,gas,60589.0,automatic,4wd,SUV,8.0,mid
34590,2016.0,chevrolet,good,6 cylinders,gas,29499.0,other,4wd,pickup,7.0,premium
36990,2016.0,gmc,good,8 cylinders,gas,23190.0,other,4wd,pickup,7.0,premium
27990,2012.0,toyota,good,6 cylinders,gas,67245.0,other,4wd,pickup,11.0,premium
10900,2016.0,other,like new,4 cylinders,gas,72486.0,automatic,fwd,wagon,7.0,mid
26900,2016.0,jeep,like new,6 cylinders,gas,79357.0,automatic,4wd,SUV,7.0,premium
8900,2016.0,other,good,4 cylinders,gas,71914.0,automatic,fwd,sedan,7.0,budget
23900,2017.0,ram,like new,8 cylinders,gas,95692.0,automatic,4wd,pickup,6.0,premium
13900,2017.0,nissan,like new,4 cylinders,gas,34779.0,automatic,fwd,sedan,6.0,mid
5500,2007.0,ford,fair,8 cylinders,gas,165814.0,automatic,4wd,SUV,16.0,budget
15900,2017.0,other,like new,4 cylinders,gas,38350.0,automatic,4wd,sedan,6.0,mid
5995,2011.0,ford,excellent,4 cylinders,gas,117000.0,automatic,4wd,SUV,12.0,budget
10985,2010.0,toyota,excellent,6 cylinders,gas,132040.0,automatic,fwd,SUV,13.0,mid
22995,2018.0,honda,like new,4 cylinders,gas,30012.0,automatic,fwd,sedan,5.0,mid
14995,2012.0,jeep,excellent,6 cylinders,gas,112000.0,automatic,fwd,SUV,11.0,mid
14990,2013.0,other,good,,gas,31207.0,other,fwd,hatchback,10.0,mid
34990,2014.0,bmw,good,,gas,35788.0,automatic,rwd,other,9.0,premium
10995,2011.0,ford,good,6 cylinders,gas,163000.0,automatic,4wd,pickup,12.0,mid
17995,2011.0,chevrolet,good,8 cylinders,gas,165601.0,automatic,4wd,SUV,12.0,mid
8495,2013.0,other,good,4 cylinders,gas,144659.0,automatic,fwd,sedan,10.0,budget
11995,2013.0,other,good,6 cylinders,gas,133640.0,automatic,4wd,SUV,10.0,mid
15995,2013.0,chevrolet,good,8 cylinders,gas,162437.0,automatic,4wd,truck,10.0,mid
14735,2011.0,gmc,good,8 cylinders,gas,168155.0,automatic,4wd,truck,12.0,mid
8495,2013.0,chevrolet,good,4 cylinders,gas,96535.0,automatic,fwd,sedan,10.0,budget
19995,2013.0,ford,good,8 cylinders,gas,129235.0,automatic,4wd,truck,10.0,mid
9995,2007.0,chevrolet,good,8 cylinders,gas,206475.0,automatic,4wd,wagon,16.0,budget
9995,2010.0,jeep,good,6 cylinders,gas,122840.0,automatic,4wd,SUV,13.0,budget
19995,2011.0,chevrolet,good,8 cylinders,gas,95710.0,automatic,4wd,truck,12.0,mid
15995,2011.0,chevrolet,good,8 cylinders,gas,141710.0,automatic,4wd,truck,12.0,mid
24025,2012.0,other,good,8 cylinders,gas,78619.0,automatic,4wd,sedan,11.0,premium
37995,2014.0,bmw,good,8 cylinders,gas,43319.0,automatic,4wd,convertible,9.0,premium
23310,2015.0,ford,good,6 cylinders,gas,148308.0,automatic,4wd,SUV,8.0,mid
21350,2014.0,chevrolet,good,8 cylinders,gas,143115.0,automatic,4wd,truck,9.0,mid
29995,2008.0,gmc,good,8 cylinders,diesel,98643.0,automatic,4wd,truck,15.0,premium
14225,2010.0,chevrolet,good,8 cylinders,gas,152020.0,automatic,4wd,truck,13.0,mid
11995,2004.0,other,good,8 cylinders,gas,78185.0,automatic,fwd,sedan,19.0,mid
16820,2011.0,chevrolet,good,8 cylinders,gas,119235.0,automatic,4wd,SUV,12.0,mid
15634,2010.0,gmc,good,8 cylinders,gas,158555.0,automatic,4wd,SUV,13.0,mid
9950,2014.0,jeep,good,4 cylinders,gas,91090.0,automatic,4wd,SUV,9.0,budget
14835,2011.0,chevrolet,good,8 cylinders,gas,168540.0,automatic,4wd,truck,12.0,mid
19310,2013.0,gmc,good,8 cylinders,gas,126779.0,automatic,4wd,SUV,10.0,mid
21307,2014.0,chevrolet,good,8 cylinders,gas,137515.0,automatic,4wd,truck,9.0,mid
16211,2015.0,other,good,6 cylinders,gas,70045.0,automatic,4wd,sedan,8.0,mid
59995,2005.0,dodge,good,8 cylinders,gas,34250.0,other,rwd,convertible,18.0,premium
8799,2013.0,toyota,excellent,4 cylinders,gas,110955.0,automatic,fwd,sedan,10.0,budget
10999,2016.0,chevrolet,like new,4 cylinders,gas,89000.0,automatic,fwd,sedan,7.0,mid
8599,2015.0,nissan,excellent,4 cylinders,gas,75000.0,automatic,fwd,sedan,8.0,budget
5999,2011.0,ford,excellent,4 cylinders,gas,110000.0,automatic,4wd,SUV,12.0,budget
7599,2015.0,ford,like new,4 cylinders,gas,89000.0,automatic,fwd,hatchback,8.0,budget
6299,2011.0,toyota,excellent,4 cylinders,gas,105000.0,automatic,fwd,sedan,12.0,budget
5899,2013.0,ford,excellent,4 cylinders,gas,110000.0,automatic,fwd,sedan,10.0,budget
7499,2013.0,toyota,excellent,4 cylinders,gas,104000.0,automatic,fwd,sedan,10.0,budget
8999,2015.0,other,like new,4 cylinders,gas,98000.0,automatic,fwd,sedan,8.0,budget
5599,2011.0,jeep,excellent,4 cylinders,gas,124000.0,automatic,4wd,SUV,12.0,budget
4899,2010.0,chevrolet,excellent,4 cylinders,gas,88600.0,automatic,fwd,sedan,13.0,budget
5899,2013.0,ford,excellent,4 cylinders,gas,110000.0,automatic,fwd,sedan,10.0,budget
5299,2012.0,ford,excellent,4 cylinders,gas,98000.0,automatic,fwd,sedan,11.0,budget
9299,2010.0,toyota,excellent,6 cylinders,gas,112604.0,automatic,4wd,mini-van,13.0,budget
17495,2017.0,nissan,,4 cylinders,gas,43127.0,automatic,4wd,SUV,6.0,mid
8895,2015.0,dodge,,4 cylinders,gas,87309.0,automatic,fwd,sedan,8.0,budget
33990,2017.0,bmw,good,,other,20713.0,other,rwd,coupe,6.0,premium
4650,2005.0,honda,excellent,4 cylinders,gas,168270.0,automatic,fwd,sedan,18.0,budget
5950,2006.0,toyota,excellent,6 cylinders,gas,172000.0,automatic,4wd,SUV,17.0,budget
19995,2006.0,ford,good,8 cylinders,diesel,85680.0,automatic,rwd,truck,17.0,mid
3700,2008.0,hyundai,excellent,6 cylinders,gas,166000.0,automatic,fwd,mini-van,15.0,budget
1000,2005.0,chevrolet,salvage,8 cylinders,gas,200000.0,automatic,4wd,SUV,18.0,budget
6500,2008.0,chevrolet,good,8 cylinders,gas,200000.0,automatic,4wd,SUV,15.0,budget
11000,2013.0,toyota,good,4 cylinders,gas,107000.0,automatic,4wd,SUV,10.0,mid
2675,2003.0,toyota,good,4 cylinders,gas,200000.0,automatic,fwd,sedan,20.0,budget
3400,2010.0,ford,good,4 cylinders,gas,153000.0,automatic,4wd,SUV,13.0,budget
3995,1999.0,other,excellent,6 cylinders,diesel,206000.0,automatic,rwd,sedan,24.0,budget
2695,2003.0,nissan,good,6 cylinders,gas,174000.0,automatic,4wd,SUV,20.0,budget
9000,2014.0,honda,excellent,4 cylinders,gas,85200.0,automatic,fwd,sedan,9.0,budget
18950,2005.0,gmc,good,6 cylinders,diesel,45654.0,automatic,rwd,truck,18.0,mid
15590,2010.0,honda,good,6 cylinders,hybrid,57754.0,other,fwd,coupe,13.0,mid
8999,2006.0,toyota,good,6 cylinders,gas,118000.0,automatic,4wd,SUV,17.0,budget
37990,2019.0,other,good,,electric,22544.0,other,rwd,sedan,4.0,premium
25590,2018.0,volkswagen,good,,gas,13269.0,other,fwd,sedan,5.0,premium
800,2005.0,nissan,fair,6 cylinders,gas,175000.0,automatic,fwd,sedan,18.0,budget
16990,2016.0,other,good,,other,35348.0,other,fwd,hatchback,7.0,mid
3950,2000.0,toyota,good,8 cylinders,gas,249000.0,automatic,4wd,pickup,23.0,budget
9450,2011.0,toyota,excellent,6 cylinders,gas,132000.0,automatic,fwd,mini-van,12.0,budget
16590,2015.0,volkswagen,good,,gas,39649.0,other,fwd,hatchback,8.0,mid
36500,2012.0,ford,excellent,8 cylinders,diesel,137500.0,automatic,4wd,truck,11.0,premium
14990,2019.0,other,good,,gas,10443.0,other,fwd,sedan,4.0,mid
32590,2018.0,other,good,6 cylinders,gas,21335.0,other,rwd,sedan,5.0,premium
25990,2018.0,other,good,,other,890.0,other,rwd,other,5.0,premium
13300,2013.0,chevrolet,like new,8 cylinders,gas,115366.0,automatic,rwd,van,10.0,mid
19500,2013.0,chevrolet,like new,8 cylinders,gas,79835.0,automatic,4wd,van,10.0,mid
31900,2015.0,gmc,like new,8 cylinders,gas,99419.0,automatic,4wd,SUV,8.0,premium
34900,2019.0,chevrolet,like new,8 cylinders,gas,1867.0,automatic,rwd,van,4.0,premium
24995,2016.0,toyota,excellent,6 cylinders,gas,141329.0,automatic,4wd,truck,7.0,premium
17500,2014.0,gmc,like new,8 cylinders,gas,112512.0,automatic,rwd,van,9.0,mid
13900,2014.0,other,like new,4 cylinders,gas,108767.0,automatic,4wd,wagon,9.0,mid
8995,2016.0,nissan,like new,4 cylinders,gas,68253.0,automatic,fwd,hatchback,7.0,budget
3950,2004.0,ford,good,6 cylinders,gas,84476.0,automatic,fwd,sedan,19.0,budget
18500,2017.0,gmc,like new,8 cylinders,gas,114473.0,automatic,rwd,van,6.0,mid
12900,2012.0,gmc,like new,8 cylinders,gas,179528.0,automatic,rwd,van,11.0,mid
13995,2015.0,honda,excellent,4 cylinders,gas,51550.0,automatic,fwd,hatchback,8.0,mid
18500,2017.0,gmc,like new,8 cylinders,gas,114481.0,automatic,rwd,van,6.0,mid
8950,2006.0,ford,excellent,8 cylinders,gas,115518.0,automatic,4wd,truck,17.0,budget
11495,2008.0,chevrolet,,8 cylinders,gas,183100.0,automatic,4wd,pickup,15.0,mid
15500,2013.0,chevrolet,like new,8 cylinders,gas,129811.0,automatic,rwd,van,10.0,mid
11900,2013.0,gmc,like new,8 cylinders,gas,174143.0,automatic,rwd,van,10.0,mid
15500,2013.0,chevrolet,like new,8 cylinders,gas,109041.0,automatic,rwd,van,10.0,mid
5600,2014.0,chevrolet,like new,4 cylinders,gas,105756.0,automatic,fwd,SUV,9.0,budget
3950,2007.0,ford,excellent,6 cylinders,gas,111764.0,automatic,fwd,SUV,16.0,budget
6400,2014.0,other,good,4 cylinders,gas,128971.0,automatic,4wd,sedan,9.0,budget
20590,2015.0,other,good,,gas,30786.0,other,fwd,sedan,8.0,mid
24990,2013.0,other,good,,gas,39516.0,other,fwd,hatchback,10.0,premium
5995,2003.0,other,excellent,6 cylinders,gas,184583.0,automatic,4wd,SUV,20.0,budget
11900,2011.0,honda,excellent,6 cylinders,gas,167549.0,automatic,4wd,pickup,12.0,mid
4500,2010.0,other,excellent,4 cylinders,gas,89000.0,automatic,4wd,wagon,13.0,budget
2350,2003.0,other,fair,8 cylinders,gas,144084.0,automatic,rwd,sedan,20.0,budget
2450,2003.0,other,fair,8 cylinders,gas,144084.0,automatic,rwd,sedan,20.0,budget
79000,2011.0,chevrolet,like new,8 cylinders,gas,13204.0,manual,rwd,coupe,12.0,premium
27647,2016.0,jeep,good,,other,80814.0,automatic,4wd,other,7.0,premium
10988,2006.0,gmc,,,gas,118546.0,automatic,4wd,pickup,17.0,mid
17990,2014.0,volkswagen,good,,diesel,31374.0,other,fwd,wagon,9.0,mid
18590,2017.0,other,good,,gas,34723.0,other,fwd,hatchback,6.0,mid
11995,2013.0,ford,good,8 cylinders,gas,118000.0,automatic,4wd,SUV,10.0,mid
28388,2013.0,chevrolet,,,diesel,99951.0,automatic,4wd,pickup,10.0,premium
7995,2009.0,ford,good,8 cylinders,gas,156000.0,automatic,4wd,truck,14.0,budget
30590,2019.0,other,good,,gas,12246.0,other,rwd,other,4.0,premium
38990,2020.0,nissan,good,,other,1692.0,other,rwd,coupe,3.0,premium
37990,2016.0,toyota,good,8 cylinders,gas,22870.0,other,4wd,pickup,7.0,premium
27590,2012.0,jeep,good,6 cylinders,gas,52172.0,other,4wd,SUV,11.0,premium
3600,2007.0,toyota,good,4 cylinders,gas,180885.0,automatic,fwd,sedan,16.0,budget
22590,2019.0,nissan,good,,other,4657.0,other,fwd,pickup,4.0,mid
35590,2018.0,gmc,good,,other,19458.0,other,4wd,pickup,5.0,premium
36990,2018.0,honda,good,,other,13034.0,other,fwd,sedan,5.0,premium
7000,2007.0,bmw,good,6 cylinders,gas,163000.0,automatic,4wd,sedan,16.0,budget
6950,2015.0,hyundai,excellent,4 cylinders,gas,118300.0,automatic,fwd,hatchback,8.0,budget
27647,2016.0,jeep,good,,other,80814.0,automatic,4wd,other,7.0,premium
5350,2009.0,other,excellent,4 cylinders,gas,94000.0,automatic,fwd,hatchback,14.0,budget
6795,2004.0,honda,excellent,4 cylinders,gas,125000.0,automatic,4wd,SUV,19.0,budget
9680,2011.0,hyundai,good,4 cylinders,gas,111000.0,automatic,4wd,SUV,12.0,budget
3450,2007.0,other,excellent,4 cylinders,gas,94000.0,automatic,fwd,sedan,16.0,budget
6495,2009.0,dodge,good,6 cylinders,gas,111000.0,automatic,rwd,sedan,14.0,budget
14995,2012.0,chevrolet,good,8 cylinders,gas,117000.0,automatic,rwd,truck,11.0,mid
5495,2004.0,toyota,excellent,4 cylinders,gas,178021.0,automatic,fwd,sedan,19.0,budget
24990,2020.0,honda,good,,gas,307.0,other,fwd,sedan,3.0,premium
26990,2018.0,chevrolet,good,,gas,11805.0,other,rwd,coupe,5.0,premium
535,2018.0,other,excellent,4 cylinders,gas,47897.0,automatic,4wd,SUV,5.0,budget
29590,2017.0,ford,good,6 cylinders,gas,70760.0,other,4wd,SUV,6.0,premium
35590,2018.0,ram,good,6 cylinders,other,22805.0,other,4wd,pickup,5.0,premium
10480,2012.0,ford,good,4 cylinders,gas,84000.0,automatic,4wd,SUV,11.0,budget
669,2019.0,ram,excellent,8 cylinders,gas,18236.0,automatic,4wd,truck,4.0,budget
32990,2017.0,dodge,good,8 cylinders,gas,29114.0,other,rwd,coupe,6.0,premium
13990,2015.0,nissan,good,4 cylinders,gas,67000.0,automatic,4wd,SUV,8.0,mid
2900,2002.0,other,like new,6 cylinders,gas,160000.0,automatic,rwd,coupe,21.0,budget
35590,2017.0,ram,good,8 cylinders,gas,19092.0,other,4wd,pickup,6.0,premium
35590,2015.0,dodge,good,8 cylinders,gas,40626.0,other,rwd,coupe,8.0,premium
2995,2005.0,other,excellent,6 cylinders,gas,88459.0,automatic,4wd,SUV,18.0,budget
15999,2010.0,nissan,good,6 cylinders,gas,98000.0,automatic,4wd,truck,13.0,mid
12999,2011.0,hyundai,excellent,6 cylinders,gas,55000.0,automatic,4wd,SUV,12.0,mid
8999,2011.0,toyota,good,4 cylinders,gas,105000.0,automatic,fwd,hatchback,12.0,budget
15880,2012.0,honda,good,4 cylinders,gas,64000.0,automatic,4wd,SUV,11.0,mid
23990,2017.0,chevrolet,good,,gas,20446.0,other,rwd,coupe,6.0,premium
5495,2010.0,nissan,excellent,4 cylinders,gas,128175.0,automatic,fwd,sedan,13.0,budget
4200,2011.0,nissan,good,4 cylinders,gas,126700.0,automatic,fwd,sedan,12.0,budget
6487,2011.0,honda,,,gas,179177.0,automatic,fwd,hatchback,12.0,budget
1750,2001.0,toyota,good,6 cylinders,gas,244000.0,automatic,fwd,sedan,22.0,budget
6995,2013.0,chevrolet,excellent,4 cylinders,gas,147892.0,automatic,fwd,sedan,10.0,budget
4300,2009.0,other,excellent,6 cylinders,gas,164000.0,automatic,4wd,sedan,14.0,budget
4700,2010.0,ford,like new,4 cylinders,gas,151000.0,automatic,fwd,sedan,13.0,budget
13500,2010.0,honda,good,6 cylinders,gas,72119.0,automatic,4wd,SUV,13.0,mid
13500,2011.0,chevrolet,good,6 cylinders,gas,138870.0,automatic,rwd,van,12.0,mid
13500,2010.0,ford,good,8 cylinders,gas,168109.0,automatic,4wd,truck,13.0,mid
6499,2012.0,ford,,4 cylinders,gas,113000.0,automatic,fwd,sedan,11.0,budget
21233,2013.0,chevrolet,,,gas,153399.0,automatic,4wd,pickup,10.0,mid
13000,2011.0,bmw,excellent,6 cylinders,gas,93236.0,automatic,4wd,SUV,12.0,mid
5100,2011.0,other,excellent,4 cylinders,gas,172504.0,automatic,4wd,SUV,12.0,budget
8000,2013.0,chevrolet,excellent,4 cylinders,gas,63957.0,automatic,fwd,sedan,10.0,budget
7995,2014.0,ford,excellent,4 cylinders,gas,135000.0,automatic,4wd,SUV,9.0,budget
18888,2010.0,ford,,,gas,55536.0,automatic,4wd,pickup,13.0,mid
36990,2018.0,jeep,good,6 cylinders,gas,16114.0,other,4wd,SUV,5.0,premium
34990,2016.0,toyota,good,6 cylinders,gas,19938.0,other,4wd,other,7.0,premium
26990,2016.0,other,good,,gas,7512.0,other,rwd,other,7.0,premium
39990,2020.0,ford,good,8 cylinders,gas,549.0,other,rwd,coupe,3.0,premium
3595,2004.0,other,excellent,6 cylinders,gas,157000.0,automatic,4wd,sedan,19.0,budget
3150,2001.0,toyota,good,4 cylinders,gas,112438.0,automatic,fwd,sedan,22.0,budget
27990,2019.0,volkswagen,good,,gas,8245.0,other,fwd,sedan,4.0,premium
23990,2020.0,toyota,good,,gas,3112.0,other,fwd,hatchback,3.0,premium
3150,2006.0,nissan,excellent,4 cylinders,gas,128000.0,automatic,fwd,sedan,17.0,budget
9500,1990.0,jeep,good,6 cylinders,gas,135000.0,manual,4wd,convertible,33.0,budget
13900,2015.0,other,excellent,4 cylinders,gas,99747.0,automatic,4wd,SUV,8.0,mid
6900,2012.0,jeep,excellent,4 cylinders,gas,114086.0,automatic,4wd,SUV,11.0,budget
14900,2015.0,honda,excellent,4 cylinders,gas,110898.0,automatic,4wd,SUV,8.0,mid
15900,2017.0,chevrolet,excellent,4 cylinders,gas,9810.0,automatic,fwd,sedan,6.0,mid
15000,2013.0,volkswagen,excellent,4 cylinders,gas,72000.0,manual,4wd,coupe,10.0,mid
29900,2019.0,toyota,excellent,6 cylinders,gas,21374.0,automatic,4wd,SUV,4.0,premium
23900,2015.0,other,excellent,6 cylinders,gas,32356.0,automatic,4wd,sedan,8.0,premium
29900,2019.0,bmw,excellent,4 cylinders,gas,17618.0,automatic,4wd,sedan,4.0,premium
9900,2006.0,other,excellent,6 cylinders,gas,95048.0,automatic,4wd,sedan,17.0,budget
22900,2019.0,other,excellent,4 cylinders,gas,54154.0,automatic,4wd,SUV,4.0,mid
32900,2018.0,other,excellent,6 cylinders,gas,11652.0,automatic,4wd,sedan,5.0,premium
27900,2019.0,other,excellent,4 cylinders,gas,23633.0,automatic,4wd,SUV,4.0,premium
22900,2017.0,toyota,excellent,4 cylinders,gas,49174.0,automatic,fwd,hatchback,6.0,mid
20590,2013.0,other,good,6 cylinders,gas,57181.0,other,rwd,coupe,10.0,mid
7500,2011.0,nissan,excellent,6 cylinders,gas,175824.0,automatic,4wd,SUV,12.0,budget
9995,2006.0,ram,excellent,8 cylinders,gas,149971.0,automatic,4wd,pickup,17.0,budget
7995,2008.0,jeep,excellent,6 cylinders,gas,102979.0,automatic,4wd,SUV,15.0,budget
13977,2014.0,chevrolet,good,,other,88650.0,automatic,fwd,sedan,9.0,mid
700,2006.0,ford,fair,6 cylinders,gas,187000.0,automatic,fwd,SUV,17.0,budget
700,2005.0,other,good,6 cylinders,gas,187000.0,automatic,4wd,SUV,18.0,budget
2500,2006.0,other,fair,4 cylinders,gas,159200.0,automatic,4wd,hatchback,17.0,budget
3995,2005.0,other,excellent,5 cylinders,gas,170000.0,automatic,4wd,SUV,18.0,budget
2995,2006.0,other,excellent,5 cylinders,gas,191000.0,automatic,4wd,wagon,17.0,budget
4195,2006.0,other,excellent,4 cylinders,gas,153000.0,automatic,4wd,wagon,17.0,budget
3995,2008.0,other,excellent,4 cylinders,gas,177000.0,automatic,4wd,hatchback,15.0,budget
5995,2008.0,toyota,like new,4 cylinders,gas,159010.0,automatic,fwd,hatchback,15.0,budget
10988,2006.0,gmc,,,gas,118546.0,automatic,4wd,pickup,17.0,mid
10995,2005.0,jeep,good,4 cylinders,gas,120787.0,manual,4wd,SUV,18.0,mid
8500,2011.0,other,excellent,4 cylinders,gas,142113.0,automatic,4wd,sedan,12.0,budget
32590,2009.0,chevrolet,good,8 cylinders,gas,20420.0,other,rwd,coupe,14.0,premium
18900,2011.0,other,excellent,6 cylinders,gas,87805.0,automatic,fwd,mini-van,12.0,mid
16990,2017.0,volkswagen,good,,gas,46260.0,other,fwd,wagon,6.0,mid
10995,2014.0,hyundai,excellent,4 cylinders,gas,104706.0,automatic,fwd,sedan,9.0,mid
11300,2015.0,jeep,excellent,4 cylinders,gas,80000.0,automatic,4wd,SUV,8.0,mid
12600,2016.0,jeep,excellent,4 cylinders,gas,78000.0,automatic,4wd,SUV,7.0,mid
9988,2012.0,jeep,excellent,6 cylinders,gas,95000.0,automatic,4wd,SUV,11.0,budget
6988,2010.0,toyota,excellent,4 cylinders,gas,134000.0,automatic,fwd,sedan,13.0,budget
7488,2011.0,toyota,excellent,4 cylinders,gas,120000.0,automatic,fwd,sedan,12.0,budget
7150,2010.0,toyota,excellent,4 cylinders,gas,118000.0,automatic,fwd,sedan,13.0,budget
7988,2011.0,honda,excellent,4 cylinders,gas,104000.0,automatic,fwd,sedan,12.0,budget
12990,2013.0,honda,excellent,4 cylinders,gas,87000.0,automatic,4wd,SUV,10.0,mid
2200,2005.0,ford,good,6 cylinders,gas,175000.0,automatic,4wd,sedan,18.0,budget
2500,1998.0,other,excellent,6 cylinders,gas,170000.0,automatic,fwd,coupe,25.0,budget
30000,2016.0,chevrolet,,8 cylinders,gas,35000.0,automatic,4wd,pickup,7.0,premium
18990,2015.0,volkswagen,good,,diesel,28105.0,other,fwd,wagon,8.0,mid
5999,2007.0,hyundai,good,6 cylinders,gas,101000.0,automatic,4wd,SUV,16.0,budget
27990,2014.0,other,good,6 cylinders,other,8093.0,other,rwd,sedan,9.0,premium
9300,2012.0,other,excellent,4 cylinders,gas,43000.0,automatic,fwd,convertible,11.0,budget
26590,2014.0,other,good,6 cylinders,gas,45318.0,other,rwd,sedan,9.0,premium
21850,2016.0,ford,excellent,8 cylinders,gas,125350.0,automatic,4wd,truck,7.0,mid
14995,2011.0,jeep,excellent,6 cylinders,gas,162846.0,manual,4wd,SUV,12.0,mid
7450,2012.0,honda,excellent,4 cylinders,gas,158600.0,automatic,fwd,sedan,11.0,budget
17995,2016.0,other,excellent,4 cylinders,gas,79407.0,automatic,4wd,sedan,7.0,mid
7995,2014.0,ford,excellent,4 cylinders,gas,135000.0,automatic,4wd,SUV,9.0,budget
9995,2008.0,dodge,excellent,6 cylinders,gas,91611.0,automatic,4wd,wagon,15.0,budget
3200,2002.0,jeep,good,6 cylinders,gas,206038.0,automatic,4wd,SUV,21.0,budget
19995,2014.0,jeep,,6 cylinders,gas,35000.0,manual,4wd,SUV,9.0,mid
25995,2012.0,jeep,like new,6 cylinders,gas,51000.0,manual,4wd,SUV,11.0,premium
13495,2016.0,toyota,like new,4 cylinders,gas,64000.0,automatic,fwd,sedan,7.0,mid
29995,2016.0,jeep,like new,6 cylinders,gas,79000.0,automatic,4wd,SUV,7.0,premium
12795,2015.0,honda,,4 cylinders,gas,40000.0,automatic,fwd,coupe,8.0,mid
28995,2015.0,jeep,like new,6 cylinders,gas,82000.0,automatic,4wd,SUV,8.0,premium
9495,2013.0,honda,like new,4 cylinders,gas,89000.0,automatic,fwd,sedan,10.0,budget
26000,2015.0,jeep,excellent,6 cylinders,gas,68406.0,manual,4wd,other,8.0,premium
36590,2020.0,other,good,6 cylinders,gas,3993.0,other,fwd,other,3.0,premium
21990,2019.0,other,good,,gas,43562.0,other,4wd,SUV,4.0,mid
26590,2018.0,other,good,,gas,21308.0,other,fwd,sedan,5.0,premium
3950,2000.0,bmw,excellent,6 cylinders,gas,172095.0,automatic,rwd,sedan,23.0,budget
22990,2016.0,other,good,6 cylinders,other,13642.0,other,fwd,sedan,7.0,mid
23500,2015.0,bmw,excellent,4 cylinders,gas,37518.0,automatic,4wd,sedan,8.0,premium
9995,2011.0,other,excellent,4 cylinders,gas,73500.0,automatic,fwd,wagon,12.0,budget
17990,2018.0,hyundai,good,,gas,25065.0,other,fwd,sedan,5.0,mid
7995,2006.0,toyota,excellent,8 cylinders,gas,189597.0,automatic,4wd,SUV,17.0,budget
35590,2020.0,other,good,,gas,1454.0,other,fwd,other,3.0,premium
4500,2008.0,other,like new,4 cylinders,gas,131000.0,automatic,4wd,hatchback,15.0,budget
20977,2016.0,chevrolet,good,6 cylinders,other,118921.0,automatic,4wd,pickup,7.0,mid
4995,2011.0,ford,good,8 cylinders,gas,138000.0,automatic,rwd,sedan,12.0,budget
15995,2013.0,other,excellent,6 cylinders,gas,143217.0,automatic,4wd,sedan,10.0,mid
8995,2010.0,dodge,good,6 cylinders,gas,85000.0,automatic,rwd,sedan,13.0,budget
5995,2009.0,ford,good,6 cylinders,gas,130000.0,automatic,4wd,SUV,14.0,budget
